50002,1
50004,1
50005,1
50008,1
50010,1
50011,1
50014,1
50016,1
50020,1
50023,1
50024,1
50027,1
50029,1
50030,1
50032,1
50033,1
50038,1
50040,1
50043,1
50050,1
50055,1
50057,1
50059,1
50060,1
50104,1
50108,1
50115,1
50116,1
50117,1
50118,1
50119,1
50123,1
50124,1
50125,1
50130,1
50131,1
50134,1
50142,1
50143,1
50144,1
50145,1
50146,1
50147,1
50149,1
50150,1
50152,1
50153,1
50156,1
50158,1
50160,1
50161,1
50162,1
50163,1
50164,1
50166,1
50167,1
50168,1
50169,1
50170,1
50171,1
50193,1
50214,1
50233,1
50234,1
50237,1
50238,1
50241,1
50244,1
50245,1
50251,1
50252,1
50253,1
50254,1
50259,1
50260,1
50261,1
50263,1
50264,1
50266,1
50267,1
50268,1
50269,1
50270,1
50271,1
50315,1
50380,1
50385,1
50391,1
50432,1
50433,1
50434,1
50435,1
50436,1
50437,1
50438,1
50439,1
50440,1
50441,1
50442,1
50443,1
50444,1
50445,1
50446,1
50447,1
50448,1
50449,1
50451,1
50452,1
50454,1
50458,1
50459,1
50461,1
50462,1
50465,1
50466,1
50467,1
50468,1
50469,1
50470,1
50471,1
50472,1
50473,1
50475,1
50476,1
50477,1
50478,1
50479,1
50480,1
50481,1
50482,1
50483,1
50484,1
50488,1
50490,1
50491,1
50492,1
50493,1
50494,1
50495,1
50496,1
50497,1
50499,1
50500,1
50501,1
50503,1
50504,1
50505,1
50506,1
50507,1
50508,1
50509,1
50512,1
50514,1
50515,1
50516,1
50517,1
50518,1
50519,1
50520,1
50521,1
50523,1
50524,1
50525,1
50527,1
50529,1
50530,1
50532,1
50558,1
50603,1
50607,1
50615,1
50619,1
50643,1
50644,1
50645,1
50650,1
50652,1
50654,1
50656,1
50657,1
50658,1
50664,1
50669,1
50776,1
50777,1
50781,1
50786,1
50790,1
50791,1
50793,1
50796,1
50797,1
50799,1
50800,1
50802,1
50804,1
50805,1
50808,1
50811,1
50813,1
50817,1
50820,1
50822,1
50823,1
51132,1
51134,1
51138,1
51139,1
51140,1
51142,1
51202,1
51204,1
51205,1
51206,1
51208,1
51215,1
51217,1
51218,1
51220,1
51221,1
51222,1
51223,1
51224,1
51226,1
51229,1
51230,1
51231,1
51234,1
51235,1
51237,1
51241,1
51253,1
51254,1
51255,1
51256,1
51257,1
51260,1
51261,1
51264,1
51266,1
51268,1
51271,1
51272,1
51273,1
51275,1
51276,1
51277,1
51279,1
51281,1
51291,1
51294,1
51298,1
51300,1
51301,1
51303,1
51306,1
51307,1
51308,1
51311,1
51313,1
51315,1
51318,1
51322,1
51325,1
51326,1
51339,1
51340,1
51343,1
51351,1
51357,1
51359,1
51364,1
51367,1
51370,1
51372,1
51456,1
51457,1
51460,1
51465,1
51466,1
51472,1
51475,1
51476,1
51477,1
51478,1
51480,1
51481,1
51483,1
51486,1
51488,1
51490,1
51492,1
51493,1
51562,1
51567,1
51573,1
50003,-1
50007,-1
50015,-1
50017,-1
50019,-1
50026,-1
50031,-1
50041,-1
50048,-1
50053,-1
50102,-1
50103,-1
50106,-1
50109,-1
50110,-1
50120,-1
50121,-1
50122,-1
50126,-1
50127,-1
50128,-1
50129,-1
50132,-1
50133,-1
50135,-1
50136,-1
50137,-1
50155,-1
50182,-1
50184,-1
50185,-1
50186,-1
50189,-1
50190,-1
50191,-1
50192,-1
50195,-1
50196,-1
50197,-1
50198,-1
50200,-1
50201,-1
50204,-1
50207,-1
50209,-1
50210,-1
50211,-1
50212,-1
50213,-1
50216,-1
50217,-1
50235,-1
50242,-1
50246,-1
50248,-1
50250,-1
50257,-1
50265,-1
50272,-1
50273,-1
50274,-1
50275,-1
50276,-1
50277,-1
50278,-1
50279,-1
50280,-1
50281,-1
50283,-1
50284,-1
50285,-1
50287,-1
50288,-1
50289,-1
50290,-1
50291,-1
50293,-1
50294,-1
50295,-1
50296,-1
50297,-1
50298,-1
50299,-1
50302,-1
50303,-1
50304,-1
50305,-1
50306,-1
50307,-1
50308,-1
50309,-1
50310,-1
50311,-1
50312,-1
50313,-1
50316,-1
50317,-1
50318,-1
50322,-1
50323,-1
50325,-1
50326,-1
50327,-1
50328,-1
50330,-1
50331,-1
50332,-1
50333,-1
50334,-1
50335,-1
50337,-1
50339,-1
50342,-1
50345,-1
50348,-1
50349,-1
50350,-1
50352,-1
50353,-1
50354,-1
50355,-1
50356,-1
50357,-1
50358,-1
50359,-1
50360,-1
50361,-1
50362,-1
50363,-1
50364,-1
50366,-1
50367,-1
50370,-1
50371,-1
50372,-1
50373,-1
50374,-1
50376,-1
50377,-1
50378,-1
50379,-1
50381,-1
50383,-1
50387,-1
50390,-1
50397,-1
50402,-1
50403,-1
50404,-1
50406,-1
50407,-1
50408,-1
50410,-1
50411,-1
50412,-1
50414,-1
50415,-1
50417,-1
50418,-1
50419,-1
50421,-1
50422,-1
50423,-1
50424,-1
50425,-1
50426,-1
